Experiment_ID	Plate_ID.x	Plate_No	Plate_Row	Plate_Col	Well_ID	Well_No	Date	Time	Scan_ID	Cell_Line	drug_ID	drug_conc	drug_conc_top	Cell_ID	Plate_ID.y	Well_Y	Well_X	MEASUREMENT_SET_ID	Cell_No	Fraction_W2	Fraction_W3
20200908_AL	20200908_AL_08	8	O	20	O20	319	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	P	20	P20	320	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	A	21	A21	321	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	B	21	B21	322	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	C	21	C21	323	20200908	1 day	10351	AsPC-1	Tunicamycin	dose_5	25	10351_99438_99438_0	10351	3	21	20229	1031	0.387973	98.933075
20200908_AL	20200908_AL_08	8	D	21	D21	324	20200908	1 day	10351	AsPC-1	Tunicamycin	dose_4	25	10351_99439_99439_0	10351	4	21	20229	1567	0.191449	97.064453
20200908_AL	20200908_AL_08	8	E	21	E21	325	20200908	1 day	10351	AsPC-1	Tunicamycin	dose_3	25	10351_99440_99440_0	10351	5	21	20229	1561	0.704677	92.1204379999999
20200908_AL	20200908_AL_08	8	F	21	F21	326	20200908	1 day	10351	AsPC-1	Tunicamycin	dose_2	25	10351_99441_99441_0	10351	6	21	20229	1841	0.271592	91.689301
20200908_AL	20200908_AL_08	8	G	21	G21	327	20200908	1 day	10351	AsPC-1	Tunicamycin	dose_1	25	10351_99442_99442_0	10351	7	21	20229	1884	0.106157	87.738853
20200908_AL	20200908_AL_08	8	H	21	H21	328	20200908	1 day	10351	AsPC-1	DMSO	ctrl	0	10351_99443_99443_0	10351	8	21	20229	1936	0.154959	93.595039
20200908_AL	20200908_AL_08	8	I	21	I21	329	20200908	1 day	10351	AsPC-1	Chloroquine	dose_5	100	10351_99444_99444_0	10351	9	21	20229	1762	2.553916	94.040863
20200908_AL	20200908_AL_08	8	J	21	J21	330	20200908	1 day	10351	AsPC-1	Chloroquine	dose_4	100	10351_99445_99445_0	10351	10	21	20229	1942	0.720906	96.1894989999999
20200908_AL	20200908_AL_08	8	K	21	K21	331	20200908	1 day	10351	AsPC-1	Chloroquine	dose_3	100	10351_99446_99446_0	10351	11	21	20229	2160	0.833332999999999	93.194443
20200908_AL	20200908_AL_08	8	L	21	L21	332	20200908	1 day	10351	AsPC-1	Chloroquine	dose_2	100	10351_99447_99447_0	10351	12	21	20229	2173	0.414173999999999	86.83847
20200908_AL	20200908_AL_08	8	M	21	M21	333	20200908	1 day	10351	AsPC-1	Chloroquine	dose_1	100	10351_99448_99448_0	10351	13	21	20229	1897	0.474432999999999	91.512917
20200908_AL	20200908_AL_08	8	N	21	N21	334	20200908	1 day	10351	AsPC-1	Staurosporin	kill	100	10351_99449_99449_0	10351	14	21	20229	1837	0.326618999999999	90.255852
20200908_AL	20200908_AL_08	8	O	21	O21	335	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	P	21	P21	336	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	A	22	A22	337	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	B	22	B22	338	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	C	22	C22	339	20200908	1 day	10351	AsPC-1	Tunicamycin	dose_5	25	10351_99461_99461_0	10351	3	22	20229	973	0.102775	99.4861219999999
20200908_AL	20200908_AL_08	8	D	22	D22	340	20200908	1 day	10351	AsPC-1	Tunicamycin	dose_4	25	10351_99460_99460_0	10351	4	22	20229	1342	0.0745159999999999	98.28614
20200908_AL	20200908_AL_08	8	E	22	E22	341	20200908	1 day	10351	AsPC-1	Tunicamycin	dose_3	25	10351_99459_99459_0	10351	5	22	20229	1766	0.226501	96.715744
20200908_AL	20200908_AL_08	8	F	22	F22	342	20200908	1 day	10351	AsPC-1	Tunicamycin	dose_2	25	10351_99458_99458_0	10351	6	22	20229	1628	0.12285	96.6216199999999
20200908_AL	20200908_AL_08	8	G	22	G22	343	20200908	1 day	10351	AsPC-1	Tunicamycin	dose_1	25	10351_99457_99457_0	10351	7	22	20229	1828	0.164114	92.3960649999999
20200908_AL	20200908_AL_08	8	H	22	H22	344	20200908	1 day	10351	AsPC-1	DMSO	ctrl	0	10351_99456_99456_0	10351	8	22	20229	1742	0.0574049999999999	88.346725
20200908_AL	20200908_AL_08	8	I	22	I22	345	20200908	1 day	10351	AsPC-1	Chloroquine	dose_5	100	10351_99455_99455_0	10351	9	22	20229	1652	1.089588	92.97821
20200908_AL	20200908_AL_08	8	J	22	J22	346	20200908	1 day	10351	AsPC-1	Chloroquine	dose_4	100	10351_99454_99454_0	10351	10	22	20229	1840	1.46739099999999	96.9021759999999
20200908_AL	20200908_AL_08	8	K	22	K22	347	20200908	1 day	10351	AsPC-1	Chloroquine	dose_3	100	10351_99453_99453_0	10351	11	22	20229	1667	0.659868	92.921417
20200908_AL	20200908_AL_08	8	L	22	L22	348	20200908	1 day	10351	AsPC-1	Chloroquine	dose_2	100	10351_99452_99452_0	10351	12	22	20229	1728	0.347221999999999	91.898148
20200908_AL	20200908_AL_08	8	M	22	M22	349	20200908	1 day	10351	AsPC-1	Chloroquine	dose_1	100	10351_99451_99451_0	10351	13	22	20229	1892	0.158562	93.868919
20200908_AL	20200908_AL_08	8	N	22	N22	350	20200908	1 day	10351	AsPC-1	Staurosporin	kill	100	10351_99450_99450_0	10351	14	22	20229	1541	0.389357999999999	90.071381
20200908_AL	20200908_AL_08	8	O	22	O22	351	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	P	22	P22	352	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	A	23	A23	353	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	B	23	B23	354	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	C	23	C23	355	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	D	23	D23	356	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	E	23	E23	357	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	F	23	F23	358	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	G	23	G23	359	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	H	23	H23	360	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	I	23	I23	361	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	J	23	J23	362	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	K	23	K23	363	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	L	23	L23	364	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	M	23	M23	365	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	N	23	N23	366	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	O	23	O23	367	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	P	23	P23	368	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	A	24	A24	369	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	B	24	B24	370	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	C	24	C24	371	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	D	24	D24	372	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	E	24	E24	373	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	F	24	F24	374	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	G	24	G24	375	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	H	24	H24	376	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	I	24	I24	377	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	J	24	J24	378	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	K	24	K24	379	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	L	24	L24	380	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	M	24	M24	381	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	N	24	N24	382	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	O	24	O24	383	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_08	8	P	24	P24	384	20200908	1 day	10351	AsPC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	A	1	A01	1	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	B	1	B01	2	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	C	1	C01	3	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	D	1	D01	4	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	E	1	E01	5	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	F	1	F01	6	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	G	1	G01	7	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	H	1	H01	8	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	I	1	I01	9	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	J	1	J01	10	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	K	1	K01	11	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	L	1	L01	12	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	M	1	M01	13	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	N	1	N01	14	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	O	1	O01	15	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	P	1	P01	16	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	A	2	A02	17	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	B	2	B02	18	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	C	2	C02	19	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	D	2	D02	20	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	E	2	E02	21	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	F	2	F02	22	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	G	2	G02	23	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	H	2	H02	24	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	I	2	I02	25	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	J	2	J02	26	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	K	2	K02	27	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	L	2	L02	28	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	M	2	M02	29	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	N	2	N02	30	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	O	2	O02	31	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	P	2	P02	32	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	A	3	A03	33	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	B	3	B03	34	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	C	3	C03	35	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	D	3	D03	36	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	E	3	E03	37	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	F	3	F03	38	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	G	3	G03	39	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	H	3	H03	40	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	I	3	I03	41	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	J	3	J03	42	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	K	3	K03	43	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	L	3	L03	44	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	M	3	M03	45	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	N	3	N03	46	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	O	3	O03	47	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	P	3	P03	48	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	A	4	A04	49	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	B	4	B04	50	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	C	4	C04	51	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	D	4	D04	52	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	E	4	E04	53	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	F	4	F04	54	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	G	4	G04	55	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	H	4	H04	56	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	I	4	I04	57	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	J	4	J04	58	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	K	4	K04	59	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	L	4	L04	60	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	M	4	M04	61	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	N	4	N04	62	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	O	4	O04	63	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	P	4	P04	64	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	A	5	A05	65	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	B	5	B05	66	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	C	5	C05	67	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	D	5	D05	68	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	E	5	E05	69	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	F	5	F05	70	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	G	5	G05	71	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	H	5	H05	72	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	I	5	I05	73	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	J	5	J05	74	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	K	5	K05	75	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	L	5	L05	76	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	M	5	M05	77	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	N	5	N05	78	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	O	5	O05	79	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	P	5	P05	80	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	A	6	A06	81	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	B	6	B06	82	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	C	6	C06	83	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	D	6	D06	84	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	E	6	E06	85	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	F	6	F06	86	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	G	6	G06	87	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	H	6	H06	88	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	I	6	I06	89	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	J	6	J06	90	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	K	6	K06	91	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	L	6	L06	92	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	M	6	M06	93	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	N	6	N06	94	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	O	6	O06	95	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	P	6	P06	96	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	A	7	A07	97	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	B	7	B07	98	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	C	7	C07	99	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	D	7	D07	100	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	E	7	E07	101	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_09	9	F	7	F07	102	20200908	1 day	10352	DLD-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
